customer_id,Recency,Frequency,Monetary,Cluster,PC1,PC2
126,226,1,37.84,2,-1.6799854739320208,0.26933742346068656
127,40,8,3256.4500000000003,1,0.2982319783302026,-0.49838039677604556
128,28,6,289.27,1,-0.23207054638034072,-1.0365537404468128
129,64,9,2745.79,1,0.203453355459897,-0.3713238439880338
130,3,9,2915.39,1,0.5216923543954778,-0.7942495723779491
131,98,8,2279.28,1,-0.11599611931922993,-0.20823214386912758
132,36,4,310.5,1,-0.45020430935896794,-1.018293773339366
133,37,6,1229.69,1,-0.14692335067730844,-0.841654837832287
134,125,3,129.48,2,-0.9966037004611417,-0.41370728224465225
135,47,9,1150.4,1,0.0673801680989129,-0.7146309239594693
136,12,23,10696.050000000001,0,2.8192027020876753,0.6416265555462107
137,1,15,10976.369999999999,0,2.1813779700512193,0.4269477499810283
138,279,1,25.65,2,-1.9379934080829901,0.6553482221663095
139,167,4,220.95,2,-1.0960524062399526,-0.07234657342064114
140,321,4,357.07,2,-1.8222642091680037,1.0728123272352539
141,30,13,3151.13,1,0.7880517244019027,-0.4780526764421931
142,70,9,2204.48,1,0.10036688565605138,-0.4017259746139234
143,326,2,68.35,2,-2.0682982769131324,1.0265895453508127
144,249,1,120.7,2,-1.7798897142494565,0.4489494901594428
145,334,2,126.61999999999999,2,-2.099018085963319,1.0931049866897866
146,240,3,185.64999999999998,2,-1.5451274336514793,0.4352023129382464
147,1,16,2485.62,1,1.1107709490403401,-0.7167599441338752
148,1,17,5878.78,1,1.6662261829204523,-0.22948740615408242
149,125,5,1133.85,1,-0.6768310530535597,-0.232692799579692
150,114,7,961.3599999999999,1,-0.4648842177434375,-0.2936564671141091
151,107,7,933.23,1,-0.43487698942912384,-0.3487206241754214
152,143,7,317.97,1,-0.6931800634151847,-0.16982820122585296
153,284,1,40.42,2,-1.9601554632459435,0.6939492394873843
154,203,4,339.32,2,-1.253973699140859,0.20723123234246524
155,8,19,8612.18,0,2.188723866844411,0.2400273902554591
156,54,15,4710.18,1,1.067642136405197,-0.045357474534681766
157,58,14,3835.2799999999997,1,0.8374112173525058,-0.15775798559286094
158,50,14,5317.75,1,1.078948775662048,-0.012818065624185741
159,16,16,3755.94,1,1.212038375182425,-0.43269593476265844
160,164,2,250.43,2,-1.2598546914262758,-0.1334170266948815
161,1,13,4192.68,1,1.0708273622807096,-0.5472363776029459
162,40,5,638.19,1,-0.3335403577488948,-0.9224755481152308
163,189,1,216.28,2,-1.4766153935891482,0.023179843460247318
164,62,15,5496.030000000001,1,1.1364762936349289,0.12101303111119607
165,140,1,77.0,2,-1.2586793462607306,-0.35435995753301824
166,170,3,275.22,2,-1.194309418802917,-0.06454004700456985
167,66,15,4498.09,1,0.9805828533928732,0.013312176540828322
168,16,15,6681.7,1,1.5211939725586743,-0.05274265159538611
169,49,5,919.82,1,-0.33853466874690924,-0.8179907825230875
170,1,17,11011.9,0,2.368585312350585,0.4749959876927178
171,240,1,46.09,2,-1.7465690857340985,0.37287671419430324
172,219,1,52.8,2,-1.6440822885999198,0.22018705556480564
173,5,27,10826.5,0,3.2355998797534866,0.6946703574951543
174,126,4,530.09,2,-0.8554523751910157,-0.3298256826016672
175,275,4,231.17000000000002,2,-1.617007201996853,0.7190531992814052
176,371,3,355.63,2,-2.155464327821247,1.4167681181506446
177,193,2,167.68,2,-1.411438786286877,0.06735500242631477
178,194,2,164.01999999999998,2,-1.4167761836205965,0.07416748248509551
179,4,18,8894.94,0,2.155587113227103,0.22798898856433691
180,218,1,47.3,2,-1.6399982439299954,0.21211743211416262
181,369,3,285.17,2,-2.155432084484592,1.3924684186205223
182,16,16,2370.66,1,1.0224920456952955,-0.6228155415180228
183,115,6,1153.43,1,-0.5346130016245537,-0.28156746961797857
184,147,2,128.5,2,-1.194315977477701,-0.2745024361233517
185,88,8,1588.65,1,-0.1621282221492529,-0.37616397380890904
186,139,5,526.08,2,-0.8277039997847935,-0.21369777437610518
187,1,13,5800.38,1,1.2908071742439646,-0.3265912432036915
188,16,13,2335.57,1,0.7441720022510939,-0.6923893942155944
189,11,14,4177.26,1,1.1115243307642506,-0.45461877424191355
190,37,9,2545.79,1,0.3066758735363461,-0.5962716776664134
191,1,21,7132.01,0,2.20239588046227,0.028853305465580792
192,130,8,1955.3400000000001,1,-0.3150917857369152,-0.018617323069475857
193,111,5,1297.44,1,-0.5867347642049152,-0.3126482998703353
194,314,2,272.22,2,-1.982363727404782,0.9667917590481074
195,26,5,1360.24,1,-0.1670306050767761,-0.925786474320779
196,308,4,881.89,2,-1.6875778227303493,1.049747806158049
197,307,1,17.7,2,-2.0745060981314456,0.8590712189249141
198,270,4,99.18,2,-1.6108842297214612,0.664364589340886
199,71,14,3174.9,1,0.6841763061218311,-0.1532980887733928
200,21,14,1852.27,1,0.7450324859966924,-0.7005588608270308
201,23,8,1243.1599999999999,1,0.10497799640590158,-0.8990412129329934
202,109,9,2026.22,1,-0.11265177265355492,-0.14091411403315326
203,402,3,201.84,2,-2.3264419544384825,1.6224200007377132
204,45,15,4516.78,1,1.0847088606703121,-0.1377333142028055
205,1,17,7437.17,0,1.8794589621488016,-0.015609710690716044
206,138,9,3058.49,1,-0.11166891476471993,0.21288630207433196
207,48,7,499.45,1,-0.20887101537732736,-0.8398262931195547
208,280,1,51.17999999999999,2,-1.9393367700175637,0.6661668174661887
209,137,9,1391.57,1,-0.33491513021297126,-0.023201135143561983
210,118,9,780.28,1,-0.3266617963844858,-0.24607722301603596
211,103,7,1133.96,1,-0.38806491131633775,-0.350431045088309
212,11,17,5668.83,1,1.5891329209076137,-0.18515363252908648
213,3,21,6661.8,0,2.1283843593162146,-0.02105002095170325
214,71,11,3685.74,1,0.480555260466458,-0.14794701877233613
215,4,13,6236.42,1,1.3359602341827288,-0.24480355859172426
216,1,13,4298.81,1,1.085349012740161,-0.5326708068411166
217,68,12,1590.27,1,0.2995171357653831,-0.43589340233573454
218,52,14,5479.5199999999995,1,1.0914103785842502,0.024013267433333232
219,207,2,76.05,2,-1.4916888679644846,0.15718648945041
220,167,4,178.88,2,-1.101808797786444,-0.07812037500313573
221,75,7,1417.94,1,-0.21378334181511305,-0.5162709315351477
222,8,26,11357.3,0,3.202545939775488,0.7678771612610273
223,95,9,462.07,1,-0.2589602361351923,-0.4579893658364966
224,49,15,4749.360000000001,1,1.0971861103685594,-0.07655424666023501
225,1,15,6412.6,1,1.556922371093986,-0.19939649646873525
226,362,1,68.78,2,-2.3335300753628125,1.2683949419436842
227,1,28,13115.75,0,3.6593547442252423,1.0011801214223923
228,122,5,1622.23,1,-0.595496747330153,-0.1876105612325507
229,140,3,406.98,2,-1.031182736291663,-0.2659005984530011
230,29,8,824.12,1,0.018621595401426078,-0.912662675161174
231,68,8,1355.3799999999999,1,-0.09731422644356078,-0.5544743539478486
232,69,9,1186.18,1,-0.034129372937310026,-0.54879503335695
233,65,8,1146.19,1,-0.11142765190831584,-0.6051285256292499
234,7,27,7659.61,0,2.7926046182795896,0.2746673103390625
235,1,24,20578.68,0,4.315807574419722,1.9390689891057113
236,296,4,411.98999999999995,2,-1.6938344767465883,0.8974799867619894
237,228,1,178.84,2,-1.670365807126306,0.3033182250499762
238,258,3,397.68,2,-1.6031744678860194,0.5959680806373987
239,88,7,630.8399999999999,1,-0.38435721042090987,-0.5292024332546319
240,301,2,209.54000000000002,2,-1.928064315855734,0.8630971350539645
241,20,11,3414.69,1,0.6901345716754957,-0.558200870972043
242,9,16,6007.02,1,1.5539073856854373,-0.17495509289747654
243,75,11,2300.48,1,0.2716652532220961,-0.30880472689468436
244,61,15,4606.18,1,1.0195557064023189,-0.008427199172799438
245,251,3,456.01,2,-1.5613370134459712,0.5527699298708922
246,5,10,3490.36,1,0.6818645619398326,-0.6791235421718883
247,91,7,1659.64,1,-0.25809745561411107,-0.36606274897450386
248,4,17,7134.150000000001,0,1.8234872601111003,-0.035252636907331915
249,145,4,621.36,2,-0.9348594701796255,-0.17831855833577423
250,101,9,2334.76,1,-0.03174175720525814,-0.15708755017899992
251,338,3,106.14,2,-2.0299938501778687,1.1411394111775979
252,372,3,201.99,2,-2.18132332259121,1.402996933808604
253,18,16,4428.7,1,1.2944181743571022,-0.32573493993573294
254,8,20,14385.460000000001,0,3.0698482865489822,1.053954090881488
255,148,4,374.38,2,-0.9831632810296543,-0.1902704020545769
256,363,2,195.32,2,-2.229879444914338,1.314662427022507
257,62,7,2085.77,1,-0.059529055328404086,-0.5197083700282648
258,389,2,125.45,2,-2.3651913728762683,1.4952577771512627
259,124,6,1269.0800000000002,1,-0.5623181723536506,-0.19986225208056466
260,10,26,8957.82,0,2.8645545394067238,0.4531955562827872
261,70,13,2148.52,1,0.4574015642116316,-0.32306207054800773
262,1,30,26894.16,0,5.72698514943036,2.9353387059853753
263,35,8,1037.82,1,0.01884230842421308,-0.839445173440991
264,9,13,4964.18,1,1.1376980248897581,-0.38283530510916697
265,350,3,339.69,2,-2.0560767051231994,1.2609699117235837
266,89,4,701.84,1,-0.6529976801451723,-0.576901416454897
267,69,10,2894.06,1,0.2907308634274481,-0.29281492064329856
268,137,2,240.15,2,-1.1306729956887775,-0.33232716994704553
269,47,14,4265.2300000000005,1,0.9494434395031509,-0.17921314742123248
270,327,1,172.44,2,-2.1500652668379927,1.026603927605016
271,170,1,45.02,2,-1.4081532417857974,-0.13930532664790246
272,163,2,151.32,2,-1.2685791994700915,-0.15433394194817068
273,39,9,2000.0800000000002,1,0.22233377093652096,-0.6565368300755763
274,153,4,452.59000000000003,2,-0.9966449111935726,-0.14296270604575653
275,46,12,2742.9300000000003,1,0.5636396069064832,-0.4386245448350942
276,10,21,11561.880000000001,0,2.7650006583355955,0.7026538465882105
277,69,4,410.24,1,-0.5961649137931013,-0.7632171649396153
278,330,3,203.35999999999999,2,-1.9779985164886533,1.0959638416727595
279,33,8,882.48,1,0.007260515286748945,-0.8753940357550956
280,2,30,10791.23,0,3.518802453007461,0.7326434464908286
281,6,23,9279.81,0,2.654439771562685,0.40336918325286125
282,135,6,846.0,1,-0.6734103800064491,-0.17746423270829623
283,1,25,8723.529999999999,0,2.784853424361647,0.33362185966527974
284,263,4,545.29,2,-1.5159872669881302,0.6743864237814103
285,370,2,116.91,2,-2.274464423534409,1.3551047438033588
286,72,7,745.11,1,-0.29133611542855486,-0.6305563217976712
287,67,7,572.06,1,-0.2908313375172928,-0.6908801181650319
288,69,8,1969.71,1,-0.018092735928072118,-0.46284724018415085
289,76,5,1153.8600000000001,1,-0.4370995312910892,-0.5883712063710186
290,17,9,1583.81,1,0.2717812863125467,-0.8745922063953143
291,339,2,116.1,2,-2.124640543841052,1.128235135410403
292,36,14,6658.69,1,1.3301405621874594,0.06880916033071545
293,297,3,176.88,2,-1.8220138273220277,0.8509416355533406
294,4,25,10817.51,0,3.0568605798694604,0.642949753349773
295,90,5,450.0,1,-0.6011203663917633,-0.5825638349364337
296,417,1,149.2,2,-2.5885394928610195,1.6817453666128082
297,6,17,5604.9400000000005,1,1.6045739408254125,-0.2304960126676589
298,219,2,247.34,2,-1.5262906898146058,0.26847225772812566
299,281,2,61.83,2,-1.8515432400283922,0.6965292427542985
300,18,9,2403.23,1,0.3790650145810639,-0.7548179814703656
301,135,4,212.3,2,-0.9424646614872914,-0.307606953248624
302,69,9,1049.3,1,-0.052858511869654616,-0.5675808180161339
303,303,2,91.3,2,-1.953916171382142,0.8614991317408078
304,134,4,216.63,2,-0.9370355887949753,-0.3143274806793973
305,120,9,1297.84,1,-0.26551784146974333,-0.16041629963201898
306,13,26,8780.22,0,2.825743917182689,0.45076561305824364
307,24,11,3954.0299999999997,1,0.7445854527215366,-0.4549212240749193
308,56,16,6808.99,1,1.4363196849099837,0.27890451486958745
309,39,9,1317.98,1,0.12900278272968116,-0.7501500950962464
310,127,7,477.58,1,-0.5939551463948308,-0.2649595044646303
311,125,7,1223.37,1,-0.48223631879804846,-0.17723482696334647
312,53,15,6701.22,1,1.3449105399586925,0.22058349891303136
313,34,10,4474.88,1,0.6763138401675085,-0.33187646634403506
314,11,14,6334.01,1,1.406630046663828,-0.1586205198315186
315,142,4,709.87,2,-0.9082389340710393,-0.18811556978164784
316,58,12,4923.71,1,0.803994078109818,-0.05155088632664022
317,200,4,450.76,2,-1.2242156765059822,0.20058119665809876
318,17,21,11519.05,0,2.7252840517436723,0.74797925964444
319,14,28,17620.33,0,4.212835594391429,1.7144932205599377
320,47,8,389.65,1,-0.1278853184339376,-0.8406243313527463
321,8,14,3958.9700000000003,1,1.0961657623693062,-0.5065218547514752
322,69,5,1653.35,1,-0.33489864222660287,-0.5710233550901436
323,33,14,6312.76,1,1.2973171538354396,-0.000611582027897913
324,46,11,3604.44,1,0.5903461610251909,-0.3419745637040605
325,1,12,3335.4300000000003,1,0.8623578875321135,-0.6864737082838562
326,69,8,1053.75,1,-0.14342252915184717,-0.5885560896612555
327,148,3,332.65999999999997,2,-1.0800446883213906,-0.21758217046850709
328,217,4,158.11,2,-1.3464809130916946,0.2847685157592423
329,45,7,629.6800000000001,1,-0.17654197783494927,-0.8438975379378627
330,69,5,917.62,1,-0.43556776398795494,-0.671996947633257
331,26,10,2617.41,1,0.46085110416309016,-0.6453190245649761
332,65,4,744.72,1,-0.5310519711843984,-0.7465713709331148
333,6,13,2703.38,1,0.842865073380384,-0.7150580307402195
334,18,11,3923.61,1,0.7694427392861263,-0.5029848785395851
335,268,2,66.74000000000001,2,-1.7879955635725853,0.6021108547706334
336,98,8,1069.66,1,-0.28150708538689967,-0.37424369295914817
337,187,1,31.96,2,-1.4921624880581388,-0.01674631312199841
338,17,9,4155.389999999999,1,0.6236477320726186,-0.5216615509755006
339,42,6,1664.41,1,-0.11162411204541894,-0.7454187367325428
340,58,9,2040.29,1,0.1359401926495073,-0.5120373195202176
341,339,4,634.44,2,-1.8713708435059966,1.2425455348060532
342,332,2,385.64,2,-2.0539034588201996,1.1140240213027675
343,77,14,4646.94,1,0.8565742889000715,0.09261742776296106
344,60,5,307.62,1,-0.47550395672470064,-0.821548107940013
345,2,15,10826.69,0,2.156060817699229,0.41372004684333025
346,25,12,1989.24,1,0.5620817134784551,-0.6956735741165746
347,75,6,1007.9200000000001,1,-0.3610588305561663,-0.5941291968074752
348,1,20,10846.76,0,2.6195081064638153,0.5170897288889131
349,220,3,137.58,2,-1.4549727268830297,0.28230928609329303
350,65,5,646.62,1,-0.4533019797716833,-0.7384488807997741
351,141,4,474.19000000000005,2,-0.9356501640902372,-0.2277757244483264
352,300,1,52.11,2,-2.035941590822181,0.8125902220958151
353,43,7,550.1,1,-0.17775761400635257,-0.8694488911507124
354,19,13,3462.64,1,0.8838779324150047,-0.5157628670186196
355,66,14,4144.55,1,0.8410354605526005,-0.056794619433203575
356,76,13,1456.63,1,0.33371139963548585,-0.37413021121174
357,36,6,827.1999999999999,1,-0.19715900840913345,-0.9042084520182414
358,273,4,521.18,2,-1.5676522474464178,0.744225386046549
359,246,2,191.49,2,-1.6645208802744593,0.45830653935323096
360,85,6,1596.97,1,-0.3288258067205001,-0.4401384832154429
361,197,1,68.98,2,-1.5354631182612084,0.06148229712835301
362,283,2,75.34,2,-1.8593678888457383,0.7130129689037914
363,1,19,6631.44,0,1.9515576295634196,-0.08301829064694788
364,4,29,25217.9,0,5.3919416319244515,2.705642573676596
365,202,2,438.4,2,-1.4179259005121845,0.1703424498519495
366,148,4,228.36,2,-1.0031430360479254,-0.2103105852510558
367,1,27,8491.66,0,2.935472720558522,0.34497139181102987
368,142,4,880.1600000000001,2,-0.8849383418092848,-0.16474450556764703
369,119,4,312.08000000000004,2,-0.8514262171606997,-0.410949488925734
370,75,8,1779.87,1,-0.0730879545589842,-0.4450126690700977
371,3,21,15243.42,0,3.3025979277307878,1.1567149216764796
372,273,4,454.03000000000003,2,-1.5768403076400688,0.7350095368365535
373,67,10,2343.22,1,0.2250332429394413,-0.3830432820274443
374,66,15,4586.05,1,0.9926183228587486,0.02538404692818815
375,122,5,604.3000000000001,1,-0.7347789828167216,-0.32731405172146844
376,64,9,1305.15,1,0.006332178432625864,-0.5690412081859202
377,1,15,1878.85,1,0.9365743755174429,-0.821620716212854
378,79,7,758.24,1,-0.3233957771442798,-0.577550805661898
379,129,9,1594.94,1,-0.2683954094864357,-0.0538083890320034
380,24,14,2070.42,1,0.7603718983465573,-0.6486749942994409
381,63,12,1640.0,1,0.33050465455440475,-0.4656422636769922
382,77,13,3643.37,1,0.628084010465176,-0.0667012589329389
383,63,9,779.47,1,-0.0607594306805224,-0.6485017540796832
384,38,10,3717.53,1,0.5533400633951547,-0.4065580928960432
385,12,9,1625.48,1,0.3016659642205434,-0.905447244127228
386,29,14,3974.16,1,0.9966755180011879,-0.35082658037069087
387,8,16,9260.7,0,2.003941423236124,0.2642740390983952
388,23,16,3410.4,1,1.1309022942610891,-0.42891526801108637
389,152,4,270.99,2,-1.0166564346562157,-0.17520077396222583
390,47,7,574.47,1,-0.19376950820862737,-0.836845132081905
391,38,16,5041.86,1,1.2815841069755507,-0.09528741971659634
392,120,5,408.63,1,-0.7518790852261134,-0.3687979132707052
393,35,9,3634.22,1,0.46527775317709796,-0.46152215171668737
394,199,2,100.80000000000001,2,-1.449609524181954,0.10206493942065191
395,375,3,222.19,2,-2.1930691896953025,1.4277136022554995
396,204,4,380.71,2,-1.2531469548256737,0.22022649731428096
397,61,12,4038.04,1,0.6682990213166335,-0.1511582882276036
398,38,12,4031.29,1,0.7786173087128296,-0.32032481087017556
399,1,21,10260.539999999999,0,2.6304691784167407,0.4582212984506521
400,294,2,101.34,2,-1.9090129770381534,0.7970439527321257
401,48,15,6009.41,1,1.2744339611155489,0.089063664776835
402,148,5,378.19,2,-0.8914690570877513,-0.1681615054731252
403,62,16,4110.97,1,1.038132972362298,-0.04749038045756213
404,4,18,9999.26,0,2.306689996816866,0.3795488783570747
405,1,25,22778.6,0,4.707993099506505,2.262578013886172
406,36,9,3936.7799999999997,1,0.5018400995887214,-0.4126832033766728
407,92,6,1097.96,1,-0.43096101791614133,-0.4574204579867008
408,132,7,2295.29,1,-0.36942291644176056,0.021081917542512506
409,287,1,214.89999999999998,2,-1.950791368672054,0.7398397160670885
410,1,13,4326.3,1,1.0891104390204807,-0.5288980042382457
411,157,1,67.92,2,-1.342144013537231,-0.23125471794820454
412,65,6,1087.66,1,-0.3017820587565116,-0.6563333460934322
413,2,9,2524.08,1,0.47298644369217124,-0.8552688128607353
414,188,4,153.48000000000002,2,-1.2068529269387809,0.07200421703314036
415,165,1,37.31,2,-1.3850251746352462,-0.1769374103066903
416,90,8,1242.55,1,-0.21915790933203178,-0.40903410520828454
417,10,8,2759.02,1,0.3752672893858614,-0.7860927004871296
418,42,8,1804.73,1,0.08992152999620508,-0.682988833515039
419,1,9,1480.4299999999998,1,0.3350215726504248,-1.0058169747679222
420,52,5,721.11,1,-0.3802337489111967,-0.8233179197435061
421,1,12,1672.75,1,0.6348552230082191,-0.9146644478888524
422,69,8,958.14,1,-0.15650473965244235,-0.6016778669206402
423,25,16,5010.8,1,1.3402100481347736,-0.19464242863970324
424,1,13,2839.05,1,0.8856116672705577,-0.7330122520054232
425,115,7,1617.98,1,-0.37987623332490356,-0.19622535836767546
426,59,10,4219.21,1,0.5204157073905397,-0.1840956035908992
427,184,4,340.54,2,-1.1619112997991476,0.06841768802344489
428,40,13,1693.46,1,0.54023431548181,-0.6049593998580864
429,15,14,5100.73,1,1.2185352946425645,-0.29862007809630725
430,28,15,3832.09,1,1.0732457465536749,-0.35605344144835854
431,1,23,7243.610000000001,0,2.400011796684659,0.0873415975243196
432,1,10,1261.41,1,0.396226214269897,-1.0142898753489922
433,131,4,774.12,2,-0.8462450382468,-0.25976039737465667
