order_id,customer_id,state,order_date,status,category,price,freight,total
48,13,BA,2023-02-04,delivered,厨具,96.67,11.63,108.3
48,13,BA,2023-02-04,delivered,玩具,439.55,36.26,475.81
48,13,BA,2023-02-04,delivered,厨具,468.14,43.57,511.71
49,13,BA,2024-01-06,delivered,宠物用品,291.29,18.75,310.04
50,13,BA,2024-07-11,delivered,图书,766.62,97.57,864.19
50,13,BA,2024-07-11,delivered,电脑配件,756.22,70.0,826.22
50,13,BA,2024-07-11,delivered,宠物用品,751.87,63.71,815.58
51,13,BA,2023-06-13,delivered,家居家具,457.78,30.07,487.84999999999997
51,13,BA,2023-06-13,delivered,美妆健康,297.38,32.77,330.15
52,13,BA,2023-12-12,delivered,厨具,39.64,3.21,42.85
52,13,BA,2023-12-12,delivered,厨具,353.89,46.62,400.51
53,13,BA,2023-06-19,delivered,运动休闲,118.97,16.55,135.52
54,13,BA,2024-07-06,delivered,玩具,274.79,20.14,294.93
54,13,BA,2024-07-06,delivered,宠物用品,536.44,86.53,622.97
55,13,BA,2023-06-17,delivered,服饰,118.32,14.12,132.44
55,13,BA,2023-06-17,delivered,家居家具,205.59,16.19,221.78
55,13,BA,2023-06-17,delivered,电子产品,608.69,105.9,714.59
56,13,BA,2024-05-19,delivered,美妆健康,490.26,50.15,540.41
56,13,BA,2024-05-19,delivered,运动休闲,275.9,21.63,297.53
56,13,BA,2024-05-19,delivered,美妆健康,796.04,59.46,855.5
57,13,BA,2024-06-14,delivered,电子产品,591.97,68.22,660.19
58,13,BA,2023-07-12,delivered,服饰,710.49,84.97,795.46
58,13,BA,2023-07-12,delivered,电子产品,331.24,55.86,387.1
59,13,BA,2024-07-09,delivered,电脑配件,37.25,3.3,40.55
59,13,BA,2024-07-09,delivered,厨具,335.68,54.09,389.77
60,13,BA,2024-11-21,delivered,运动休闲,524.82,92.84,617.6600000000001
60,13,BA,2024-11-21,delivered,家居家具,583.33,106.17,689.5
60,13,BA,2024-11-21,delivered,服饰,520.52,71.6,592.12
61,13,BA,2023-08-12,delivered,玩具,264.15,38.1,302.25
61,13,BA,2023-08-12,delivered,宠物用品,717.9,62.0,779.9
62,13,BA,2023-12-15,delivered,服饰,396.54,21.0,417.54
62,13,BA,2023-12-15,delivered,家居家具,424.24,63.28,487.52
63,13,BA,2024-11-06,delivered,家居家具,668.86,124.56,793.4200000000001
64,13,BA,2023-04-25,delivered,玩具,629.8,120.35,750.15
65,13,BA,2024-03-12,delivered,服饰,179.89,21.83,201.71999999999997
65,13,BA,2024-03-12,delivered,运动休闲,518.62,90.42,609.04
66,13,BA,2024-03-14,delivered,图书,163.37,20.76,184.13
67,13,BA,2024-12-02,delivered,电脑配件,64.16,5.85,70.00999999999999
67,13,BA,2024-12-02,delivered,玩具,67.97,4.17,72.14
68,13,BA,2024-11-24,delivered,玩具,226.82,18.98,245.79999999999998
68,13,BA,2024-11-24,delivered,厨具,332.37,64.16,396.53
69,13,BA,2024-12-18,delivered,宠物用品,148.34,28.1,176.44
69,13,BA,2024-12-18,delivered,服饰,651.47,94.56,746.03
70,13,BA,2024-02-01,delivered,宠物用品,539.51,94.2,633.71
71,13,BA,2024-09-18,delivered,运动休闲,117.63,20.59,138.22
71,13,BA,2024-09-18,delivered,宠物用品,631.2,53.38,684.58
71,13,BA,2024-09-18,delivered,家居家具,313.4,27.59,340.98999999999995
72,13,BA,2023-12-30,delivered,电脑配件,299.22,44.33,343.55
72,13,BA,2023-12-30,delivered,美妆健康,394.05,45.03,439.08000000000004
72,13,BA,2023-12-30,delivered,电脑配件,86.63,15.99,102.61999999999999
73,13,BA,2023-06-01,delivered,服饰,665.76,123.75,789.51
74,13,BA,2024-09-10,delivered,玩具,31.69,1.64,33.33
74,13,BA,2024-09-10,delivered,厨具,531.65,46.52,578.17
74,13,BA,2024-09-10,delivered,宠物用品,471.22,83.94,555.1600000000001
75,13,BA,2023-07-02,delivered,玩具,637.51,47.93,685.4399999999999
76,13,BA,2024-11-14,delivered,厨具,634.7,111.59,746.2900000000001
76,13,BA,2024-11-14,delivered,玩具,405.68,33.25,438.93
76,13,BA,2024-11-14,delivered,服饰,598.69,69.32,668.01
77,13,BA,2024-11-10,delivered,服饰,665.1,80.47,745.57
77,13,BA,2024-11-10,delivered,家居家具,65.59,7.88,73.47
78,13,BA,2023-05-25,delivered,服饰,487.69,78.12,565.81
79,13,BA,2023-06-08,delivered,电子产品,538.93,94.9,633.8299999999999
79,13,BA,2023-06-08,delivered,玩具,352.14,70.43,422.57
79,13,BA,2023-06-08,delivered,电脑配件,78.81,11.47,90.28
80,13,BA,2024-05-30,canceled,服饰,552.42,104.81,657.23
80,13,BA,2024-05-30,canceled,图书,650.71,41.71,692.4200000000001
80,13,BA,2024-05-30,canceled,玩具,398.05,73.49,471.54
81,13,BA,2023-02-07,delivered,家居家具,93.68,13.94,107.62
82,14,SP,2024-09-06,delivered,玩具,286.73,25.16,311.89000000000004
82,14,SP,2024-09-06,delivered,玩具,664.85,62.45,727.3000000000001
83,15,RJ,2023-12-17,delivered,图书,780.5,115.66,896.16
83,15,RJ,2023-12-17,delivered,运动休闲,278.1,27.13,305.23
83,15,RJ,2023-12-17,delivered,电子产品,119.51,23.41,142.92000000000002
84,16,SC,2024-12-29,delivered,服饰,467.75,51.35,519.1
84,16,SC,2024-12-29,delivered,电脑配件,24.84,1.95,26.79
85,17,SC,2024-09-14,delivered,服饰,134.7,20.35,155.04999999999998
85,17,SC,2024-09-14,delivered,玩具,485.12,73.81,558.9300000000001
86,17,SC,2023-07-28,delivered,服饰,155.65,23.28,178.93
86,17,SC,2023-07-28,delivered,服饰,348.83,22.71,371.53999999999996
86,17,SC,2023-07-28,delivered,运动休闲,30.47,5.51,35.98
87,17,SC,2023-05-21,delivered,电子产品,164.13,9.05,173.18
87,17,SC,2023-05-21,delivered,运动休闲,355.93,52.06,407.99
88,17,SC,2024-12-02,canceled,图书,50.72,3.44,54.16
88,17,SC,2024-12-02,canceled,运动休闲,468.75,88.03,556.78
88,17,SC,2024-12-02,canceled,宠物用品,72.43,11.01,83.44000000000001
89,17,SC,2024-05-06,delivered,玩具,620.51,82.11,702.62
90,17,SC,2023-04-01,delivered,电子产品,353.06,18.15,371.21
90,17,SC,2023-04-01,delivered,家居家具,114.9,22.4,137.3
90,17,SC,2023-04-01,delivered,厨具,190.23,12.97,203.2
91,17,SC,2024-02-04,delivered,宠物用品,592.17,46.26,638.43
92,17,SC,2023-02-25,delivered,服饰,589.18,36.91,626.0899999999999
92,17,SC,2023-02-25,delivered,图书,454.84,56.73,511.57
92,17,SC,2023-02-25,delivered,家居家具,747.23,65.84,813.07
93,17,SC,2024-12-15,delivered,电子产品,709.0,108.47,817.47
94,17,SC,2024-05-20,delivered,美妆健康,149.48,26.78,176.26
94,17,SC,2024-05-20,delivered,电子产品,494.98,48.23,543.21
94,17,SC,2024-05-20,delivered,电脑配件,587.66,70.8,658.4599999999999
95,17,SC,2023-06-14,delivered,厨具,147.94,25.19,173.13
95,17,SC,2023-06-14,delivered,玩具,320.88,53.89,374.77
96,17,SC,2024-12-07,delivered,美妆健康,238.33,34.15,272.48
96,17,SC,2024-12-07,delivered,运动休闲,568.55,98.99,667.54
97,18,RJ,2024-05-12,delivered,厨具,476.04,93.52,569.5600000000001
97,18,RJ,2024-05-12,delivered,运动休闲,313.81,47.93,361.74
97,18,RJ,2024-05-12,delivered,美妆健康,621.73,52.94,674.6700000000001
98,19,BA,2024-07-06,delivered,玩具,477.58,82.33,559.91
98,19,BA,2024-07-06,delivered,服饰,245.05,17.42,262.47
99,20,RJ,2024-12-27,delivered,服饰,732.72,74.76,807.48
99,20,RJ,2024-12-27,delivered,服饰,441.19,54.14,495.33
99,20,RJ,2024-12-27,delivered,图书,176.34,28.66,205.0
100,21,CE,2023-10-23,canceled,电脑配件,572.5,108.15,680.65
100,21,CE,2023-10-23,canceled,玩具,605.88,102.24,708.12
101,21,CE,2024-01-25,delivered,服饰,330.59,42.37,372.96
102,21,CE,2023-09-09,delivered,家居家具,479.68,37.59,517.27
102,21,CE,2023-09-09,delivered,玩具,91.91,15.71,107.62
103,21,CE,2023-10-05,delivered,服饰,423.43,30.64,454.07
103,21,CE,2023-10-05,delivered,服饰,739.64,91.71,831.35
104,21,CE,2024-11-03,delivered,运动休闲,266.32,14.53,280.84999999999997
105,21,CE,2023-09-27,delivered,服饰,792.52,142.58,935.1
106,21,CE,2024-02-15,delivered,服饰,95.74,11.2,106.94
106,21,CE,2024-02-15,delivered,玩具,658.69,128.13,786.82
107,21,CE,2023-09-04,canceled,电子产品,315.0,17.05,332.05
108,21,CE,2023-02-08,delivered,电子产品,758.82,141.51,900.33
108,21,CE,2023-02-08,delivered,服饰,693.12,101.18,794.3
109,21,CE,2024-11-27,delivered,电子产品,460.29,67.25,527.54
109,21,CE,2024-11-27,delivered,家居家具,415.07,32.13,447.2
110,21,CE,2024-10-24,delivered,电脑配件,154.26,29.5,183.76
110,21,CE,2024-10-24,delivered,宠物用品,66.24,8.8,75.03999999999999
110,21,CE,2024-10-24,delivered,电子产品,673.03,38.4,711.43
111,21,CE,2024-09-12,delivered,家居家具,98.82,9.65,108.47
111,21,CE,2024-09-12,delivered,宠物用品,752.72,114.06,866.78
112,21,CE,2023-10-13,delivered,玩具,272.66,24.14,296.8
113,21,CE,2023-05-10,delivered,运动休闲,649.89,121.62,771.51
113,21,CE,2023-05-10,delivered,电子产品,384.96,71.94,456.9
114,21,CE,2024-09-20,delivered,美妆健康,696.07,127.59,823.6600000000001
115,21,CE,2023-05-22,delivered,运动休闲,510.13,60.12,570.25
115,21,CE,2023-05-22,delivered,家居家具,271.6,23.11,294.71000000000004
116,21,CE,2023-05-03,delivered,厨具,64.25,10.09,74.34
117,21,CE,2024-04-07,delivered,运动休闲,341.19,25.03,366.22
117,21,CE,2024-04-07,delivered,美妆健康,465.37,43.97,509.34000000000003
118,21,CE,2024-09-24,delivered,运动休闲,724.47,48.63,773.1
118,21,CE,2024-09-24,delivered,图书,64.35,11.86,76.21
119,21,CE,2024-06-21,delivered,运动休闲,221.08,17.74,238.82000000000002
119,21,CE,2024-06-21,delivered,电子产品,357.01,31.86,388.87
120,21,CE,2023-08-21,delivered,运动休闲,719.04,42.15,761.1899999999999
120,21,CE,2023-08-21,delivered,电脑配件,783.26,56.12,839.38
121,21,CE,2024-06-01,delivered,图书,129.31,6.5,135.81
121,21,CE,2024-06-01,delivered,厨具,243.39,25.32,268.71
122,21,CE,2023-02-15,delivered,电子产品,127.7,9.84,137.54
122,21,CE,2023-02-15,delivered,厨具,199.73,15.25,214.98
122,21,CE,2023-02-15,delivered,美妆健康,81.83,5.16,86.99
123,21,CE,2024-05-14,delivered,服饰,126.89,19.1,145.99
124,21,CE,2024-05-25,delivered,电子产品,71.24,11.39,82.63
125,21,CE,2023-12-20,delivered,图书,281.47,49.62,331.09000000000003
125,21,CE,2023-12-20,delivered,电子产品,90.46,10.08,100.53999999999999
125,21,CE,2023-12-20,delivered,服饰,391.76,70.83,462.59
126,21,CE,2023-09-15,delivered,玩具,567.76,77.35,645.11
127,21,CE,2024-10-30,delivered,厨具,114.2,17.95,132.15
127,21,CE,2024-10-30,delivered,美妆健康,627.72,113.12,740.84
127,21,CE,2024-10-30,delivered,电脑配件,606.03,35.87,641.9
128,21,CE,2024-11-06,delivered,图书,40.0,6.83,46.83
128,21,CE,2024-11-06,delivered,电子产品,36.14,7.05,43.19
129,21,CE,2023-08-07,delivered,服饰,453.18,87.6,540.78
129,21,CE,2023-08-07,delivered,运动休闲,95.25,14.75,110.0
130,21,CE,2023-07-11,canceled,电脑配件,469.66,60.32,529.98
130,21,CE,2023-07-11,canceled,家居家具,366.49,37.6,404.09000000000003
130,21,CE,2023-07-11,canceled,宠物用品,579.34,32.89,612.23
131,21,CE,2023-05-09,delivered,图书,115.19,12.77,127.96
131,21,CE,2023-05-09,delivered,电子产品,442.45,37.22,479.66999999999996
132,21,CE,2023-08-10,delivered,服饰,148.17,25.77,173.94
132,21,CE,2023-08-10,delivered,电脑配件,323.22,36.55,359.77000000000004
132,21,CE,2023-08-10,delivered,美妆健康,429.98,47.02,477.0
133,21,CE,2024-12-05,delivered,运动休闲,674.08,106.05,780.13
133,21,CE,2024-12-05,delivered,运动休闲,647.42,121.01,768.43
134,22,SC,2024-10-23,canceled,服饰,767.13,145.87,913.0
134,22,SC,2024-10-23,canceled,运动休闲,698.99,104.48,803.47
134,22,SC,2024-10-23,canceled,电子产品,304.26,39.44,343.7
135,23,SP,2024-01-03,delivered,电子产品,348.17,38.14,386.31
136,24,DF,2024-05-28,delivered,厨具,504.32,94.66,598.98
137,24,DF,2024-05-22,delivered,宠物用品,215.45,27.59,243.04
137,24,DF,2024-05-22,delivered,玩具,204.59,11.44,216.03
137,24,DF,2024-05-22,delivered,图书,258.22,37.99,296.21000000000004
138,24,DF,2023-05-07,delivered,服饰,383.81,49.92,433.73
138,24,DF,2023-05-07,delivered,服饰,363.18,46.03,409.21000000000004
139,24,DF,2024-11-11,delivered,电脑配件,209.85,13.26,223.10999999999999
139,24,DF,2024-11-11,delivered,服饰,243.99,28.82,272.81
140,24,DF,2024-07-10,delivered,厨具,574.08,68.39,642.47
141,24,DF,2024-04-03,delivered,电子产品,208.96,17.39,226.35000000000002
141,24,DF,2024-04-03,delivered,图书,445.81,87.13,532.94
142,24,DF,2023-12-13,delivered,美妆健康,454.19,56.19,510.38
143,24,DF,2023-10-01,delivered,厨具,36.99,4.91,41.900000000000006
144,24,DF,2024-05-13,delivered,图书,322.55,37.41,359.96000000000004
145,24,DF,2024-08-08,delivered,厨具,748.48,84.21,832.69
145,24,DF,2024-08-08,delivered,家居家具,294.91,44.62,339.53000000000003
145,24,DF,2024-08-08,delivered,服饰,496.39,45.43,541.8199999999999
146,24,DF,2024-10-17,delivered,图书,572.67,107.21,679.88
146,24,DF,2024-10-17,delivered,运动休闲,342.17,22.41,364.58000000000004
147,24,DF,2023-12-21,delivered,服饰,770.94,104.69,875.6300000000001
147,24,DF,2023-12-21,delivered,运动休闲,682.96,62.76,745.72
148,24,DF,2024-05-21,delivered,运动休闲,244.69,25.18,269.87
148,24,DF,2024-05-21,delivered,宠物用品,324.73,43.29,368.02000000000004
148,24,DF,2024-05-21,delivered,家居家具,525.6,26.81,552.41
149,24,DF,2024-08-15,delivered,电子产品,163.69,15.65,179.34
149,24,DF,2024-08-15,delivered,服饰,359.8,38.34,398.14
150,24,DF,2023-08-15,delivered,美妆健康,673.76,130.58,804.34
150,24,DF,2023-08-15,delivered,服饰,778.25,142.96,921.21
151,24,DF,2024-12-12,canceled,运动休闲,718.8,68.27,787.0699999999999
151,24,DF,2024-12-12,canceled,图书,623.32,81.51,704.83
152,24,DF,2024-12-30,delivered,图书,355.44,42.52,397.96
152,24,DF,2024-12-30,delivered,服饰,483.88,49.68,533.56
152,24,DF,2024-12-30,delivered,电子产品,547.65,70.53,618.18
153,24,DF,2023-04-17,delivered,家居家具,744.16,54.42,798.5799999999999
153,24,DF,2023-04-17,delivered,玩具,772.29,95.0,867.29
153,24,DF,2023-04-17,delivered,电脑配件,618.52,114.35,732.87
154,24,DF,2024-05-02,delivered,电子产品,268.1,52.75,320.85
155,24,DF,2024-10-09,delivered,美妆健康,558.11,96.6,654.71
155,24,DF,2024-10-09,delivered,图书,712.75,80.64,793.39
155,24,DF,2024-10-09,delivered,玩具,428.76,73.93,502.69
156,24,DF,2023-07-23,delivered,家居家具,511.48,71.85,583.33
157,24,DF,2023-11-19,delivered,服饰,559.56,28.88,588.4399999999999
157,24,DF,2023-11-19,delivered,宠物用品,259.26,39.82,299.08
157,24,DF,2023-11-19,delivered,宠物用品,735.29,80.61,815.9
158,24,DF,2023-04-17,canceled,玩具,156.65,25.9,182.55
159,24,DF,2024-04-17,delivered,服饰,468.08,52.27,520.35
159,24,DF,2024-04-17,delivered,运动休闲,133.38,17.04,150.42
159,24,DF,2024-04-17,delivered,图书,103.18,6.71,109.89
160,24,DF,2023-06-18,delivered,玩具,649.15,38.51,687.66
160,24,DF,2023-06-18,delivered,电子产品,553.96,75.8,629.76
160,24,DF,2023-06-18,delivered,服饰,578.06,59.58,637.64
161,24,DF,2023-06-17,delivered,服饰,292.14,34.32,326.46
161,24,DF,2023-06-17,delivered,家居家具,35.25,2.93,38.18
161,24,DF,2023-06-17,delivered,服饰,474.48,92.02,566.5
162,24,DF,2024-01-09,delivered,服饰,144.33,19.92,164.25
163,24,DF,2023-06-21,canceled,电子产品,346.33,30.41,376.74
163,24,DF,2023-06-21,canceled,电子产品,784.04,47.14,831.18
164,24,DF,2024-06-28,delivered,家居家具,261.14,47.34,308.48
165,24,DF,2024-02-14,delivered,图书,152.54,16.3,168.84
166,24,DF,2023-01-09,delivered,电子产品,109.61,14.26,123.87
166,24,DF,2023-01-09,delivered,家居家具,281.99,41.65,323.64
166,24,DF,2023-01-09,delivered,运动休闲,349.38,65.32,414.7
167,24,DF,2024-04-07,delivered,图书,205.0,11.32,216.32
167,24,DF,2024-04-07,delivered,家居家具,39.72,6.78,46.5
168,24,DF,2023-08-24,delivered,服饰,671.31,46.43,717.7399999999999
168,24,DF,2023-08-24,delivered,电脑配件,384.3,65.04,449.34000000000003
169,24,DF,2023-08-22,delivered,玩具,313.98,60.84,374.82000000000005
169,24,DF,2023-08-22,delivered,服饰,251.86,30.57,282.43
169,24,DF,2023-08-22,delivered,服饰,197.27,23.26,220.53
170,24,DF,2023-05-15,delivered,电脑配件,478.3,50.32,528.62
170,24,DF,2023-05-15,delivered,运动休闲,335.24,42.42,377.66
170,24,DF,2023-05-15,delivered,运动休闲,700.46,47.92,748.38
171,24,DF,2024-03-07,delivered,厨具,616.55,33.48,650.03
171,24,DF,2024-03-07,delivered,玩具,462.79,44.71,507.5
171,24,DF,2024-03-07,delivered,家居家具,574.35,88.56,662.9100000000001
172,24,DF,2024-09-05,delivered,电脑配件,73.1,13.68,86.78
172,24,DF,2024-09-05,delivered,家居家具,611.59,48.27,659.86
172,24,DF,2024-09-05,delivered,玩具,262.79,22.06,284.85
173,24,DF,2023-05-11,delivered,玩具,678.6,81.21,759.8100000000001
173,24,DF,2023-05-11,delivered,图书,708.55,126.97,835.52
174,24,DF,2023-05-16,delivered,电脑配件,643.53,98.87,742.4
174,24,DF,2023-05-16,delivered,家居家具,39.71,6.18,45.89
175,24,DF,2024-01-27,delivered,图书,96.2,9.02,105.22
175,24,DF,2024-01-27,delivered,美妆健康,731.9,117.18,849.0799999999999
176,24,DF,2024-07-23,canceled,美妆健康,146.37,11.67,158.04
177,24,DF,2023-10-17,delivered,厨具,510.98,97.72,608.7
177,24,DF,2023-10-17,delivered,运动休闲,674.78,91.45,766.23
177,24,DF,2023-10-17,delivered,玩具,426.21,80.49,506.7
178,24,DF,2024-06-23,delivered,服饰,625.65,58.15,683.8
179,24,DF,2023-02-17,delivered,玩具,779.82,118.66,898.48
179,24,DF,2023-02-17,delivered,服饰,637.32,51.95,689.2700000000001
179,24,DF,2023-02-17,delivered,图书,604.63,38.04,642.67
180,24,DF,2024-07-10,delivered,电脑配件,431.31,44.15,475.46
181,24,DF,2024-12-09,delivered,家居家具,596.12,104.02,700.14
181,24,DF,2024-12-09,delivered,图书,508.24,64.19,572.4300000000001
181,24,DF,2024-12-09,delivered,电脑配件,564.64,64.51,629.15
182,24,DF,2024-03-06,delivered,服饰,167.65,32.33,199.98000000000002
182,24,DF,2024-03-06,delivered,家居家具,223.73,29.52,253.25
183,24,DF,2024-12-18,delivered,运动休闲,771.61,58.03,829.64
183,24,DF,2024-12-18,delivered,图书,341.08,27.36,368.44
184,24,DF,2023-10-23,delivered,家居家具,396.57,61.8,458.37
184,24,DF,2023-10-23,delivered,宠物用品,422.0,49.27,471.27
185,24,DF,2024-12-03,delivered,家居家具,130.67,17.57,148.23999999999998
186,24,DF,2023-11-08,delivered,服饰,754.15,114.29,868.4399999999999
186,24,DF,2023-11-08,delivered,运动休闲,486.97,58.04,545.01
187,24,DF,2024-08-29,delivered,美妆健康,29.65,3.65,33.3
187,24,DF,2024-08-29,delivered,服饰,67.06,6.18,73.24000000000001
187,24,DF,2024-08-29,delivered,玩具,106.26,10.24,116.5
188,24,DF,2024-12-15,delivered,运动休闲,303.12,22.8,325.92
188,24,DF,2024-12-15,delivered,厨具,55.55,6.68,62.23
189,24,DF,2024-12-22,delivered,厨具,459.65,30.48,490.13
189,24,DF,2024-12-22,delivered,电子产品,766.25,94.44,860.69
190,24,DF,2024-09-10,delivered,厨具,243.06,34.52,277.58
191,24,DF,2024-08-04,delivered,服饰,128.15,6.94,135.09
192,24,DF,2024-09-04,delivered,电子产品,770.38,99.24,869.62
192,24,DF,2024-09-04,delivered,图书,151.4,25.39,176.79000000000002
193,24,DF,2024-10-11,delivered,电子产品,524.9,54.29,579.1899999999999
193,24,DF,2024-10-11,delivered,服饰,307.45,40.79,348.24
194,24,DF,2023-11-28,delivered,服饰,103.64,17.66,121.3
195,24,DF,2024-11-27,delivered,宠物用品,405.62,50.67,456.29
196,24,DF,2023-06-05,delivered,服饰,130.67,10.99,141.66
196,24,DF,2023-06-05,delivered,电子产品,365.69,71.48,437.17
196,24,DF,2023-06-05,delivered,厨具,783.65,139.18,922.8299999999999
197,24,DF,2024-02-10,delivered,服饰,675.84,120.5,796.34
198,24,DF,2024-09-12,delivered,美妆健康,63.13,9.89,73.02000000000001
199,25,RJ,2023-03-11,canceled,电脑配件,148.28,13.99,162.27
200,26,BA,2024-04-14,delivered,服饰,443.32,56.53,499.85
200,26,BA,2024-04-14,delivered,服饰,777.61,144.87,922.48
201,27,AM,2024-12-20,delivered,家居家具,583.76,58.22,641.98
202,28,AM,2024-04-16,delivered,美妆健康,524.94,49.82,574.7600000000001
202,28,AM,2024-04-16,delivered,家居家具,433.72,62.92,496.64000000000004
